age,balance,purchases,estimated_salary,country,id
63,148368.02,1,118862.08,France,15647292
45,148600.91,1,143397.14,France,15728838
48,71083.98,0,137959,France,15584704
40,139625.34,1,93702.96,France,15749068
39,0,1,172939.3,France,15622985
64,81564.1,0,35896.09,France,15779496
38,101648.5,0,172001.44,Germany,15611223
37,183613.66,0,49734.94,France,15722599
65,136186.44,1,121529.59,Germany,15569976
31,152310.55,0,13054.25,France,15801915
19,0,0,151581.79,France,15732967
45,0,1,73881.68,France,15737047
29,77919.78,0,122547.58,Spain,15742809
41,108309,1,137510.41,France,15633194
40,0,0,182224.14,Spain,15638774
23,122739.1,1,102460.84,Germany,15668774
32,0,0,109681.29,France,15780966
53,113781.5,1,106345.05,Germany,15659694
43,128284.45,1,32996.89,France,15755405
59,166968.28,1,159483.76,France,15702541
39,0,0,100929.59,Spain,15646942
31,82729.47,0,60212.51,Germany,15649060
39,129626.19,0,103220.56,Germany,15780716
27,107751.68,0,33389.42,Spain,15725076
40,0,0,69080.46,France,15665879
35,98270.34,0,133617.43,Germany,15773639
43,130788.71,1,101495,France,15581893
40,99165.84,1,119333.95,Germany,15672447
44,0,0,152884.85,France,15713890
42,0,0,81442.6,France,15759690
29,121890.06,1,54530.51,Germany,15608701
46,99786.07,1,32683.88,France,15582892
32,127661.69,0,60905.51,France,15611365
47,118907.6,1,47777.15,Germany,15749103
29,0,0,78616.92,Spain,15605673
48,0,1,160976.85,Spain,15683053
43,110646.54,0,108804.28,Spain,15787204
31,84560.04,0,137784.25,Spain,15791342
43,0,1,190573.91,France,15684316
27,0,0,49775.58,France,15790594
44,123070.89,1,28461.29,Germany,15637599
48,0,0,3149.1,Spain,15666332
37,0,0,6761.84,Spain,15687719
35,127543.11,1,468.94,Germany,15689526
38,0,0,122379.54,France,15586848
56,0,1,13228.93,France,15707637
67,103101.56,1,154002.02,France,15719426
41,40488.76,0,128528.83,France,15576124
35,129828.58,1,181918.26,Germany,15753092
42,80214.36,1,115241.96,France,15782939
49,195238.29,1,131083.56,France,15599329
27,111348.15,0,46422.46,Germany,15783097
40,154309.67,1,125334.16,Germany,15778418
32,0,0,55593.8,France,15755138
50,0,1,191756.54,France,15659092
34,54980.81,0,136909.88,Spain,15647572
23,73314.04,0,63446.47,Germany,15627637
42,109052.04,0,6409.55,Spain,15777586
55,0,1,171762.87,Spain,15717770
35,108308,1,129031.19,France,15754443
48,102290.56,0,182691.31,Germany,15776939
35,0,0,186490.37,Spain,15771054
38,0,0,80630.32,France,15576022
37,85146.48,1,86490.09,France,15627298
28,0,0,105159.89,France,15645059
51,0,1,125823.79,France,15803202
30,0,0,138465.7,Spain,15593683
43,103409.16,1,66893.28,Germany,15570289
41,108128.52,0,56784.11,France,15711687
29,0,0,64729.51,France,15711386
42,222267.63,1,101108.85,Spain,15714241
47,144090.42,1,140938.95,Germany,15642530
44,0,0,86414.41,France,15744770
29,93617.07,0,113050.92,Spain,15570908
49,127421.78,1,108876.75,Germany,15691906
44,146498.76,1,64853.51,Germany,15673971
30,120355,0,137793.35,Spain,15632263
52,0,1,109688.82,Spain,15697510
37,109974.22,1,36320.87,Germany,15784923
34,171671.9,0,50777.77,Spain,15727819
63,0,1,30772.86,Spain,15738088
60,0,1,113796.15,France,15765173
61,128213.96,1,188729.08,France,15665159
51,116197.65,0,86701.4,Germany,15618203
62,98854.34,1,86920.97,Germany,15677310
30,0,0,199454.37,France,15592123
44,0,0,87677.15,Spain,15695383
39,111336.89,1,16770.31,Germany,15669782
34,0,1,183021.06,France,15617052
41,144326.09,1,73979.85,Germany,15590810
35,146781.24,0,189307.7,Germany,15603247
34,0,0,83087.13,France,15766137
29,209490.21,1,133267.69,Spain,15578671
38,0,1,67029.82,Spain,15716608
33,0,0,141031.08,France,15690670
37,149405.18,0,146411.6,France,15647890
52,191665.21,1,131312.56,France,15606115
41,0,0,191215.61,France,15773973
60,47020.65,1,63241.21,France,15669783
36,128518.98,1,44567.83,France,15624993
26,137998.2,0,168989.77,France,15773146
43,135645.29,1,101382.86,Germany,15710034
31,122449.31,0,180769.55,Spain,15800806
36,150956.71,0,72350.17,Germany,15714832
35,0,0,41549.64,Spain,15752388
49,115488.52,1,138656.81,Germany,15797081
38,0,0,192800.25,Spain,15777708
39,130565.02,1,9854.72,Germany,15810444
35,0,0,106303.4,France,15765345
43,0,0,173851.11,France,15662483
46,0,1,177423.02,France,15809736
33,108477.49,1,109096.71,France,15731148
33,0,0,176921,Spain,15646969
35,0,0,160387.98,Spain,15790717
29,79715.36,0,82252.28,France,15734714
50,0,1,83866.35,Spain,15590201
38,99640.89,0,12429.22,Spain,15752097
43,66338.68,1,18772.5,France,15800031
26,0,0,64716.08,France,15759733
24,122168.65,0,174107.04,France,15725762
59,135078.41,1,187636.06,Germany,15769246
38,69434.4,1,66580.13,Spain,15781129
29,0,0,178779.52,France,15599124
38,0,0,103760.53,Spain,15708357
42,187534.79,1,32900.41,France,15789560
30,0,0,140889.32,France,15626475
46,131764.96,1,108500.66,Spain,15712807
47,152076.93,1,121840.2,Germany,15675794
49,0,1,100075.1,France,15603764
38,93569.86,1,10137.34,Germany,15749583
37,114346.3,1,980.93,Germany,15768233
23,110203.77,0,95583.45,France,15637788
49,143888.22,1,166236.38,Germany,15788723
32,0,0,150684.23,France,15739476
34,0,0,195052.12,France,15724691
51,186825.57,1,93739.71,France,15740442
71,0,0,49506.82,France,15611599
40,95053.1,1,116816.54,Spain,15737735
32,158537.42,0,166850.57,Spain,15656522
48,143595.87,1,101314.65,Germany,15744873
24,148167.83,0,109470.34,France,15637354
36,155655.46,1,192387.51,France,15804962
46,0,0,73457.55,France,15665378
52,0,1,90964.54,France,15578787
36,0,0,92118.75,France,15697546
55,118772.71,1,135853.62,Germany,15570002
46,0,0,169122.54,France,15808566
29,0,0,39382.06,France,15567855
55,0,1,196794.11,France,15761487
26,122857.46,1,144682.17,Spain,15700394
43,0,1,112026.1,France,15585066
54,96402.96,1,52035.29,France,15722991
38,0,0,185827.74,France,15658148
49,150777.72,0,135757.27,Spain,15752312
48,91246.53,1,60017.46,France,15662501
47,139756.12,1,165849.49,Germany,15713975
42,177626.77,1,16392.72,Spain,15592925
54,0,1,162719.69,France,15581626
50,0,1,107112.25,Spain,15641319
42,0,0,41823.22,Spain,15723481
26,113674.2,1,197861.16,Germany,15657957
52,171236.3,1,21834.4,France,15796993
37,96776.49,0,119890.86,Spain,15649858
33,115777.23,0,81508.1,Germany,15572428
32,79450.09,0,118324.75,Spain,15718780
29,0,0,39925.52,France,15796617
35,165982.43,0,24482.16,Germany,15786433
25,174400.36,0,42669.37,France,15726289
37,115345.86,0,168781.8,France,15812279
42,142703.4,1,86207.49,Germany,15698902
40,121729.42,0,61164.45,Germany,15570192
32,138521.83,0,56897.1,Spain,15578156
37,0,0,111312.96,France,15723217
33,0,0,138613.21,Spain,15723153
40,160818.08,1,169642.13,France,15776936
59,121669.93,1,91.75,Germany,15786463
41,0,0,121098.65,France,15718406
31,0,0,196395.25,Spain,15570271
34,113922.44,0,30772.22,Spain,15807194
47,89799.46,1,13783.77,France,15654772
45,81828.22,0,52167.97,France,15695299
51,108867,1,140800.66,Spain,15799635
27,0,0,72969.9,France,15658435
49,153855.52,1,180862.26,Germany,15772337
36,141334.95,0,125870.5,France,15603378
41,104584.11,1,15126.32,Germany,15792862
50,98173.02,1,22457.25,Germany,15657349
38,135157.05,0,32919.42,Germany,15653952
47,0,1,128882.66,Spain,15653347
27,126285.73,1,177614.17,Germany,15749951
40,113574.61,0,103396.08,Germany,15640855
47,104552.61,1,48137.08,Germany,15597949
55,0,1,106202.07,France,15645323
46,119492.88,1,166896.01,Germany,15793311
33,0,1,70221.13,France,15770474
64,45752.78,1,79623.28,Spain,15753110
49,127948.57,0,182765.14,Germany,15632816
38,0,0,47764.99,France,15692235
32,175406.13,1,172792.43,Spain,15777459
43,93616.35,0,98348.66,France,15777315
60,138597.54,1,41536.59,Germany,15611058
40,0,1,112465.19,France,15635942
27,85225.21,0,64511.44,France,15648858
52,130013.12,1,190806.36,Germany,15705448
81,0,0,72276.24,France,15620443
47,0,1,32080.69,Spain,15593499
36,103914.17,1,110035.88,Germany,15608246
38,117810.79,1,65632.33,France,15736250
37,178755.84,0,199929.17,France,15762331
35,0,0,58879.11,France,15743075
34,59877.33,1,14032.62,Spain,15683339
52,107304.39,1,28806.32,Germany,15663650
41,96032.22,0,75825.57,Spain,15622470
73,0,0,114283.33,France,15567339
62,0,0,105986.01,France,15672082
40,171325.98,1,159718.27,Spain,15576065
58,92930.92,0,85148.78,Spain,15796838
37,146093.39,0,160593.41,France,15753639
34,0,1,174189.04,Spain,15604138
51,79811.72,1,68260.27,Spain,15666095
39,105473.74,1,58854.88,Spain,15643487
43,121927.92,1,87994.95,Germany,15764033
40,61671.19,1,150659.35,Spain,15747288
33,0,0,122949.71,France,15737194
49,96296.78,1,190457.87,Spain,15664432
20,95830.43,0,177738.98,France,15688984
59,185966.64,1,9445.42,France,15771668
21,0,0,175743.92,France,15784323
43,105301.5,0,78941.59,Germany,15731463
37,0,0,145004.39,France,15595640
23,71433.08,0,103697.57,Germany,15611315
36,118214.32,1,119110.03,Germany,15636977
46,163764.84,1,165122.55,Spain,15679551
24,0,0,162809.2,France,15753679
63,104469.58,1,25165.36,Germany,15606097
36,0,0,20109.21,Spain,15767488
35,137852.96,1,172269.21,Germany,15612103
43,154100.3,0,114659.81,France,15650018
39,140004.96,0,92985.78,France,15652615
43,127132.96,1,6009.27,Spain,15653572
35,0,0,11743.89,France,15610433
44,0,0,149665.65,France,15568326
56,0,0,84644.76,Spain,15716984
28,0,0,176750.81,Spain,15778192
58,79954.61,0,30484.19,Spain,15791040
29,135759.4,1,112813.79,Germany,15710315
37,0,0,68008.85,Spain,15771535
26,0,1,100200.4,France,15609083
30,0,0,122604.44,France,15567923
51,0,1,123587.83,Spain,15774401
30,0,0,13935.32,France,15737971
52,133723.43,1,4859.59,Germany,15611767
52,112670.48,1,21085.17,France,15643770
44,0,0,26733.86,France,15744717
36,0,1,179540.73,Spain,15792650
37,0,0,37411.35,France,15605339
39,0,1,43174.49,France,15812893
37,134171.8,1,70927.11,Germany,15624180
30,0,0,54265.55,France,15701364
48,124442.38,1,15068.53,Germany,15806318
60,0,1,197727.14,France,15600399
37,108862.76,1,79555.08,Germany,15576216
39,86843.61,0,159830.58,France,15667944
39,109724.38,0,180022.39,France,15749679
49,44301.43,1,89729.3,France,15635364
49,120688.61,1,24770.22,Germany,15766044
47,89047.14,0,116286.25,Spain,15635388
40,114318.78,1,129333.69,Germany,15655175
46,0,0,168369.37,Spain,15723872
25,132837.7,0,131647.31,Germany,15697249
34,0,0,190347.72,Spain,15648638
31,140931.82,0,20388.77,France,15800805
41,101543.51,1,16025.17,Germany,15622033
37,102708.77,0,9087.81,Germany,15758451
39,167395.6,0,139537.43,Germany,15649618
60,0,0,93844.82,Spain,15656351
38,104016.88,1,22068.83,France,15667438
29,0,0,1591.19,Spain,15785183
42,141642.92,0,172149.76,France,15583138
54,0,1,156910.46,France,15623989
45,72494.69,0,140041.78,France,15614847
61,157201.48,0,50368.63,France,15705544
29,106230.92,1,69903.93,Germany,15586523
36,81231.85,0,196731.08,Germany,15769308
74,186445.31,0,196767.83,Germany,15677764
56,100781.75,0,54448.41,Germany,15702442
26,146266,1,21903.62,France,15766826
41,164046.1,0,49405.93,Germany,15591628
40,0,0,93717.55,France,15783589
27,0,0,131534.96,France,15728683
50,125845.66,1,9439.31,Germany,15608381
40,45408.85,0,18732.91,Germany,15658946
51,147262.11,1,53630.9,Germany,15645371
49,108806.96,1,61446.92,Germany,15766355
42,106036.52,1,194686.78,France,15585249
31,0,0,2382.61,France,15780215
61,82182.1,1,106826.92,Spain,15686099
50,76817,1,196371.13,France,15815316
71,142550.25,0,122506.78,Germany,15778489
35,103711.56,1,192464.21,Germany,15601787
35,128369.75,0,198256.15,Germany,15763093
62,148214.36,1,48571.14,Germany,15638882
49,159458.53,0,135841.35,France,15594450
47,102085.72,1,183536.24,Germany,15797751
45,0,0,1364.54,France,15605804
28,110997.76,0,101433.76,France,15720050
34,93920.47,0,179913.98,France,15807239
40,72945.29,0,98931.5,France,15610090
42,0,1,77786.37,France,15734711
46,0,1,81014.5,France,15814405
43,140121.17,1,11302.7,Germany,15606944
39,132906.88,0,149384.43,Germany,15671934
49,119960.29,0,103068.22,France,15780362
40,137409.19,1,175877.7,France,15785024
28,0,0,106390.01,France,15670492
43,0,1,18522.91,France,15732438
30,78133.15,0,174225.88,France,15775826
48,123593.22,1,82469.06,Germany,15641389
47,0,1,110900.43,France,15657306
70,94416.78,0,145299.5,France,15597109
57,0,1,85876.67,France,15686242
39,0,0,100060.54,Spain,15707138
39,0,0,94977.3,Spain,15571065
43,111677.88,1,178827.3,Germany,15686060
40,0,0,199753.97,Spain,15763065
31,98360.03,0,20973.8,France,15584897
46,115518.07,1,76544.9,Germany,15601857
43,0,0,105149.8,Spain,15792232
36,0,1,55868.97,France,15807900
55,132436.34,0,978.66,France,15767818
40,78119.59,1,119259.34,Germany,15796115
26,98684.15,0,133720.57,France,15724648
53,0,1,125692.07,Spain,15632280
37,131753.41,0,86894.67,Germany,15795370
28,0,0,5177.62,France,15637324
40,0,0,119446.64,France,15666200
53,75225.53,1,144849.1,Spain,15675518
70,87542.89,0,42576.86,France,15752984
28,171932.26,0,9578.24,Germany,15574142
38,0,0,75609.84,France,15771000
63,120916.52,1,144727.45,Germany,15641175
27,0,1,94620,Spain,15584156
54,123544,1,120314.75,Germany,15687001
41,127913.71,0,44205.95,Germany,15781903
28,95328.6,1,6129.61,Spain,15731951
41,0,1,27509.52,France,15810390
35,149995.72,0,42143.55,Germany,15628274
29,159035.45,1,2705.31,Spain,15571586
27,0,0,30546.4,France,15748616
39,150555.83,0,30414.17,France,15723604
35,0,0,43036.6,Spain,15581089
39,0,0,19047.23,France,15786035
52,0,1,129013.59,France,15592716
45,142765.24,0,34749.65,Germany,15638047
74,161371.5,0,134869.93,Germany,15579345
45,0,1,36697.48,Spain,15690733
48,138232.24,0,57594.78,Germany,15571529
41,0,1,36548,France,15592104
53,81571.05,1,182960.46,Germany,15651900
33,95927.04,0,199478.05,France,15710687
40,0,1,14090.4,France,15599211
30,116416.94,0,85808.22,Germany,15622370
32,123912.78,0,146636.44,Spain,15659355
33,0,1,144413.92,France,15777907
48,102962.62,1,120852.85,Germany,15775192
43,119654.44,1,148412.24,Germany,15688951
37,0,0,163457.55,France,15756992
27,98926.4,0,106969.98,Spain,15645600
44,143244.97,0,98661.27,France,15591724
26,96659.64,0,138775.69,Spain,15618950
45,83195.12,0,48682.1,France,15618155
48,129387.94,1,147955.91,France,15566378
32,123502.53,0,69826.8,France,15770567
18,93816.7,0,126172.11,Germany,15673180
38,146756.68,0,78268.61,Germany,15739847
46,150213.71,1,120668.46,France,15699415
40,99816.46,1,163989.66,France,15682868
34,0,0,60584.33,France,15584462
29,0,0,91196.67,France,15643828
45,86714.06,1,85869.89,Germany,15733361
42,128707.31,1,63092.65,Germany,15632051
29,123192.12,1,56971.41,France,15590337
46,115248.11,1,130752.01,Germany,15634551
37,138503.51,0,57215.85,Germany,15728043
43,0,0,52534.81,France,15758513
41,0,0,152054.33,France,15772009
29,46388.16,1,127939.26,France,15593778
72,148666.99,1,2605.65,Germany,15655360
34,115101.5,1,57841.89,Germany,15780909
46,0,1,5549.11,Spain,15801411
41,128876.71,1,106939.34,France,15658409
42,0,0,183492.9,Spain,15720083
38,135979.01,1,76582.95,France,15752294
37,117271.8,1,104217.96,France,15743193
33,0,0,9984.4,France,15677522
41,0,1,191694.77,Spain,15716085
18,0,1,59645.24,Spain,15641688
42,103873.39,0,148611.52,Germany,15723484
52,112383.03,1,85516.37,Germany,15807120
38,114135.17,0,153269.98,France,15778838
41,100520.92,1,19412.8,Germany,15608588
42,177728.55,0,105013.63,Germany,15744914
28,124511.01,0,114258.18,Germany,15766066
37,121854.45,0,147521.35,France,15755084
55,131033.76,1,75685.59,Germany,15570533
59,95727.05,1,97939.4,Germany,15603135
31,155047.56,0,186064.34,France,15687363
44,0,0,142287.65,Spain,15638247
36,0,0,53477.76,France,15794297
33,0,1,178067.33,France,15737025
47,0,1,150802.41,Spain,15664860
35,61172.04,0,82951.12,Spain,15664539
37,101470.29,0,88838.14,Spain,15620557
40,111098.85,1,172321.21,France,15668309
44,131873.07,1,158036.72,Germany,15732437
22,0,0,44377.65,France,15596624
34,58003.41,0,90346.1,Germany,15791006
49,0,1,65466.93,France,15658768
40,139973.65,1,667.66,Germany,15613048
50,121498.11,1,106061.47,Germany,15662337
35,0,0,191520.5,France,15647203
35,0,0,149614.81,France,15728480
71,69608.14,1,97893.4,Spain,15603111
40,96202.32,0,161154.85,Germany,15797190
40,0,1,170332.67,France,15726720
32,84421.62,0,52314.71,Germany,15603221
30,0,0,89216.29,France,15589401
30,92847.59,0,146154.06,Germany,15595036
34,0,0,77047.78,Spain,15752467
28,76656.4,0,185483.24,Germany,15723013
34,0,0,75503.6,France,15720924
33,88046.88,1,186942.49,Germany,15566531
36,0,0,48876.84,France,15655335
33,89276.48,0,6959,France,15635775
68,169445.4,0,186335.07,France,15730579
34,142388.61,1,68393.64,France,15791674
52,115532.52,0,196257.67,Spain,15693690
51,167273.71,1,93439.75,Germany,15728963
32,97514.07,0,199138.84,France,15638788
51,127545.56,1,79559.02,Germany,15609735
36,143680.47,0,63531.19,Spain,15797149
22,0,0,157072.91,France,15759872
22,111543.26,0,106327.85,Germany,15604515
32,0,0,197827.06,France,15701768
39,115730.71,1,185599.34,Germany,15706458
62,131078.42,1,119348.76,Spain,15704053
47,128298.74,1,149614.17,Germany,15724321
40,165526.71,0,12328.08,France,15621815
41,100254.76,0,12706.67,France,15804295
36,0,1,41295.1,France,15712536
45,0,1,190663.89,France,15807728
43,95984.21,1,115262.54,Germany,15764916
39,0,0,95562.81,Spain,15622192
32,110923.15,1,161845.81,France,15768495
78,151675.65,0,49978.67,Spain,15644103
37,0,1,32863.24,France,15664547
29,80204.11,0,70223.22,Germany,15572021
46,106968.96,1,79366.98,Germany,15785358
69,86038.21,1,192743.06,Germany,15775761
24,102773.2,1,56793.02,Germany,15680201
51,70754.18,1,92920.04,France,15591985
21,0,0,155782.89,France,15781530
43,81153.82,1,144532.85,Spain,15662698
31,119148.55,0,149740.22,France,15632143
40,98627.13,0,77977.69,France,15569526
54,137986.58,1,51308.54,Germany,15644994
49,121197.64,1,72577.33,France,15659327
30,84440.1,0,60485.98,Germany,15750549
29,0,0,141706.43,France,15700714
40,109003.26,0,79580.56,Germany,15617432
48,147341.43,1,157458.61,France,15650424
39,0,1,167183.07,France,15687626
28,0,0,59351.68,France,15571756
35,118336.95,1,26342.33,Germany,15742091
28,168253.21,0,102799.14,Spain,15787168
22,111812.52,0,183045.46,Germany,15794236
46,119556.1,1,78250.13,France,15722731
35,119349.69,1,47114.18,Spain,15640507
36,166939.88,0,72504.76,France,15596136
39,76769.68,0,48224.72,France,15581115
39,104614.29,1,61538.43,France,15763907
31,110941.93,0,163484.8,Germany,15711572
48,0,0,174729.3,Spain,15649508
51,104682.83,1,55266.96,Germany,15813946
45,118886.55,0,51636.7,Germany,15762762
26,128793.63,0,19262.05,Germany,15658980
28,126315.26,1,32349.29,Germany,15701936
39,0,0,68814.23,France,15574523
48,156848.13,1,99475.95,Germany,15593283
64,105736.32,1,89935.73,Germany,15814690
46,62212.29,1,171681.86,France,15799358
39,0,0,170409.45,France,15777958
39,121523.51,1,161655.55,Germany,15616367
26,0,0,34101.06,Spain,15607877
40,143566.12,0,189607.71,France,15588456
38,119658.49,0,8646.58,Spain,15762708
43,104533.24,1,81123.59,Spain,15718765
32,108465.65,1,60552.44,Germany,15687329
40,120105.43,1,92075.01,Germany,15619514
55,129646.91,1,184125.1,Germany,15615430
30,191091.74,0,96170.38,France,15716431
43,131433.33,1,3497.43,Germany,15726179
33,137937.95,0,51387.1,Germany,15652999
43,93143.39,0,167554.86,France,15587640
37,0,0,187816.59,Spain,15648032
36,169312.72,0,45414.09,Spain,15578374
33,106506.77,1,45445.78,Germany,15572182
62,118356.89,1,168034.83,Germany,15669414
42,137479.13,0,25669.1,Germany,15777054
50,105229.72,1,16281.68,France,15785490
48,0,1,30165.06,France,15686974
21,125712.2,0,175072.47,France,15697606
40,155455.43,0,113581.85,Spain,15796370
56,127585.98,1,80593.49,Germany,15796764
40,101891.1,0,183044.86,France,15589420
38,0,1,95483.48,France,15746569
39,121681.91,0,61793.47,Germany,15645896
36,91760.11,0,135784.94,Spain,15722532
41,93925.3,1,123982.14,Germany,15784124
45,170295.04,0,164741.81,Germany,15721469
55,118793.6,1,95022.02,France,15784042
34,107980.37,0,119374.74,Spain,15655903
44,193213.02,0,137392.77,Spain,15770516
53,117005.55,1,123646.57,Germany,15755731
49,204510.94,1,738.88,France,15673020
50,107959.39,1,6985.34,Germany,15578865
38,71018.6,0,2444.29,France,15686219
18,134796.87,0,114858.9,Spain,15813451
43,118588.83,1,161241.65,Germany,15774586
77,0,0,18708.76,France,15653037
20,0,0,10792.42,France,15791972
41,190409.34,0,138361.48,Germany,15703923
34,83503.11,1,73124.53,France,15732202
53,139687.66,0,12913.92,Germany,15735078
37,125489.4,0,118570.53,Germany,15696355
46,85216.61,1,117369.52,France,15707861
33,104552.72,1,120853.83,Germany,15681026
44,0,1,59207.41,Spain,15594612
34,117593.48,0,113308.29,France,15642785
40,153537.57,0,23101.13,Germany,15733491
26,155739.76,0,171552.02,France,15747927
50,113957.01,1,196526.55,Germany,15666295
33,103377.81,0,84419.78,France,15656062
35,74371.49,0,99595.67,Spain,15719276
42,152039.7,1,53445.17,Germany,15672754
46,137145.12,1,115146.4,Germany,15768163
35,90602.42,0,51695.41,Germany,15696175
30,0,0,49337.84,France,15589329
53,88381.21,1,69384.71,France,15769959
36,0,0,195192.4,Spain,15657105
35,57369.61,0,101699.77,France,15569892
36,0,1,42085.58,France,15584532
42,75075.31,1,92888.52,Germany,15682355
