Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property ID,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
F,33,2437.38,Low,State servant,Core staff,Semi-Urban,47171.18,207.85,N,Y,1,,1,Unpossessed,204,2437.38,3,Rural,1,61832.14,30661.27
M,18,1835.22,Low,Commercial associate,Managers,Rural,82063.55,315.85,N,N,3,652.6,0,Active,4,1835.22,3,Semi-Urban,1,126140.17,0
F,65,2315.19,High,Pensioner,,Semi-Urban,72377.57,519.55,N,N,2,741.27,0,Inactive,73,2315.19,2,Semi-Urban,0,135150.49,50664.3
F,18,,Low,Working,Managers,Semi-Urban,164448.09,,N,Y,2,825.66,0,Unpossessed,767,,1,Rural,1,194148.13,115113.66
F,65,1268.12,High,Pensioner,,Semi-Urban,42667.85,215.35,N,Y,2,,1,Active,23,1268.12,1,Semi-Urban,1,78634.01,27734.1
M,18,,Low,Working,Laborers,Semi-Urban,34137.69,380.77,Y,N,1,638.53,0,Unpossessed,489,,1,Semi-Urban,1,44784.47,0
M,20,2160.6,Low,Commercial associate,Managers,Semi-Urban,72217.58,270.85,Y,N,3,714.81,0,Unpossessed,412,2160.6,3,Urban,0,109804.18,0
M,37,3705.42,Low,Commercial associate,,Semi-Urban,183750.94,535.12,Y,Y,2,722.74,0,Active,740,3705.42,2,Semi-Urban,1,240880.01,0
F,49,2870.69,Low,Working,Sales staff,Semi-Urban,41946.65,405.95,N,N,1,747.37,1,Inactive,446,2870.69,4,Semi-Urban,0,66507.76,0
M,57,1330.52,Low,Working,Sales staff,Semi-Urban,38949.06,274.97,N,Y,2,753.95,0,Active,866,1330.52,2,Urban,1,47103.92,29211.8
M,31,,Low,State servant,High skill tech staff,Semi-Urban,45014.73,240.91,Y,Y,3,825.27,0,Unpossessed,894,,4,Semi-Urban,1,66897.28,33761.05
F,18,1735.45,Low,Working,Waiters/barmen staff,Semi-Urban,43735.34,299.16,N,Y,2,626.74,0,Unpossessed,542,1735.45,4,Rural,1,59645.65,0
M,39,1342,Low,Working,Laborers,Semi-Urban,137194.75,560.19,Y,Y,2,848.48,0,Active,425,1342,2,Semi-Urban,0,241885.07,0
F,32,2622.41,Low,Working,Laborers,Semi-Urban,62549.86,478.49,Y,Y,2,796.88,0,,289,2622.41,3,Rural,1,90506.65,0
M,25,,Low,Working,,Semi-Urban,47031.73,248.22,Y,N,2,693.48,1,Unpossessed,514,,4,Semi-Urban,1,70713.26,30570.62
F,58,2251.74,Low,Working,Cooking staff,Semi-Urban,54954.76,262.23,N,N,1,639.02,0,Active,43,2251.74,3,Semi-Urban,1,102696.77,0
M,38,,Low,Working,Laborers,Semi-Urban,120139.06,361.03,N,Y,3,716.22,0,Unpossessed,54,,4,Urban,1,149277.04,84097.34
M,51,2221.27,Low,Working,High skill tech staff,Rural,97198.33,-999,N,N,1,689.75,0,Unpossessed,62,2221.27,2,Urban,1,117326.57,68038.83
M,20,3077.57,Low,State servant,Medicine staff,Semi-Urban,105291.54,813.14,N,Y,5,660.22,0,Inactive,687,3077.57,4,Semi-Urban,1,188222.72,0
M,28,1820.03,Low,Working,,Semi-Urban,164280.87,458.98,N,Y,,674.17,0,Inactive,589,1820.03,1,Rural,1,256145.39,114996.61
M,63,2412.4,Low,Commercial associate,,Rural,59947,287.36,N,Y,1,777.04,1,Active,538,2412.4,3,Rural,1,96650.41,41962.9
F,33,1999.43,,Working,Sales staff,Semi-Urban,92582.9,569.12,N,Y,3,675.11,0,Unpossessed,296,1999.43,2,Semi-Urban,1,-999,60178.88
M,63,3175.61,High,Pensioner,,Rural,53681.74,364.77,N,Y,,856.1,0,Unpossessed,172,3175.61,2,Urban,0,77671.94,37577.22
M,28,4397.33,Low,Commercial associate,Laborers,Semi-Urban,112761.64,605.25,N,N,1,628.89,0,Active,889,4397.33,2,Semi-Urban,1,184309.82,0
F,18,1864.37,,Working,Security staff,Rural,30679.34,141.29,Y,N,1,620.14,0,Inactive,37,1864.37,2,Semi-Urban,1,52277.39,0
F,44,2759.6,Low,Working,Laborers,Rural,124753.33,702.95,Y,Y,2,,0,Active,342,2759.6,1,Urban,1,211286.95,99802.66
F,35,727.18,Low,Working,Medicine staff,Rural,59574.64,229.18,N,N,3,733.21,0,Inactive,959,727.18,1,Rural,1,98424.34,41702.25
F,30,,Low,Working,,Urban,48202.83,282.89,N,N,4,678.68,0,Unpossessed,532,,3,Rural,1,90801.08,33741.98
F,31,2520.46,Low,Working,Medicine staff,Rural,151546.95,633.21,Y,Y,3,777.78,1,Active,404,2520.46,2,Urban,1,263643.64,121237.56
M,55,1479.66,Low,Working,Sales staff,Rural,96746.2,424.98,N,Y,5,707.46,0,Unpossessed,619,1479.66,4,Urban,1,180769.79,62885.03
F,40,12602.72,Low,Working,Managers,Semi-Urban,205823.7,1825.8,Y,Y,4,689.96,0,Inactive,937,12602.72,4,Semi-Urban,1,290614.69,133785.4
F,31,1266.85,Low,Working,Sales staff,Rural,36539.4,276.55,N,Y,1,799.4,0,Active,910,1266.85,4,Semi-Urban,1,49217.21,29231.52
F,38,2772.17,Low,Working,Laborers,Semi-Urban,55698.61,445.42,Y,Y,1,615.01,0,Inactive,750,2772.17,2,Urban,1,102303.98,0
F,51,2258.53,Low,State servant,Drivers,Semi-Urban,96801.69,430.82,Y,Y,,666.54,0,Unpossessed,943,2258.53,1,Semi-Urban,1,138900.38,62921.1
F,18,4060.88,Low,Working,Accountants,Semi-Urban,153097.21,495.67,N,Y,3,745.43,0,Inactive,722,4060.88,1,Semi-Urban,1,202608.37,107168.05
F,63,2440.4,Low,Commercial associate,Core staff,Semi-Urban,125517.73,679.58,N,Y,2,770.54,0,Inactive,65,2440.4,3,Rural,1,157219.56,94138.3
F,22,2662.61,Low,Working,Sales staff,Semi-Urban,25299.36,127.43,N,Y,2,690.46,0,Active,445,2662.61,3,Semi-Urban,1,31286.51,16444.58
F,43,3077.9,Low,Working,Medicine staff,Semi-Urban,68814.55,229.24,N,Y,1,792.97,0,Inactive,472,3077.9,3,Rural,1,106358.54,55051.64
M,53,3458.14,Low,Working,Drivers,Semi-Urban,95529.4,428.63,N,Y,4,753.62,0,Active,493,3458.14,3,Rural,0,138363.94,0
F,50,2128.06,Low,Working,Drivers,Rural,36810.3,336.78,Y,Y,1,766.49,1,Active,283,2128.06,4,Urban,1,61434.72,25767.21
M,33,3497.2,Low,State servant,Accountants,Urban,141995.31,752.9,N,Y,2,868.89,0,Unpossessed,527,3497.2,2,Semi-Urban,1,256900.73,106496.48
F,28,1144.91,Low,Working,Sales staff,Semi-Urban,16330.69,122.65,N,Y,3,643.56,0,Active,955,1144.91,4,Semi-Urban,1,28252.49,0
F,59,4737.6,Low,Commercial associate,Laborers,Urban,59053.04,310.07,N,Y,2,,0,,796,4737.6,1,Rural,1,103251.3,41337.13
M,59,2361.93,Low,Working,Laborers,Rural,25132.93,134.69,Y,Y,4,646.92,0,Active,128,2361.93,1,Rural,0,41178.3,0
M,18,2834.91,Low,Commercial associate,Laborers,Semi-Urban,130415.16,503.64,N,Y,2,,0,Unpossessed,560,2834.91,1,Rural,1,200411.84,104332.13
M,56,4150.18,Low,Commercial associate,,Semi-Urban,199415.58,653.61,Y,Y,2,676.3,0,Unpossessed,678,4150.18,1,Semi-Urban,0,268976.15,0
M,22,1282.47,Low,Working,Laborers,Semi-Urban,45516.98,372.37,N,N,3,,0,Unpossessed,690,1282.47,2,Semi-Urban,1,53360.35,31861.89
M,63,6239.24,Low,Working,Managers,Semi-Urban,141422.33,418.81,Y,Y,,722.18,0,Unpossessed,899,6239.24,1,Urban,1,202779.48,91924.51
M,65,2789.65,High,Pensioner,,Semi-Urban,225205.58,620.67,N,Y,2,837.26,0,Unpossessed,893,2789.65,3,Semi-Urban,0,258173.27,180164.46
M,61,3748.65,High,Pensioner,,Urban,241835.29,,N,N,2,748.52,0,Inactive,711,3748.65,3,Urban,0,454661.03,169284.7
M,45,2164.99,Low,Working,Sales staff,Semi-Urban,48334.66,313.99,Y,N,2,,0,Inactive,881,2164.99,3,Rural,1,70453.58,33834.26
F,18,1535.65,Low,Working,Core staff,Semi-Urban,28274.81,126.64,N,Y,2,864.32,1,Active,940,1535.65,2,Rural,1,48076.58,22619.85
F,30,1519.77,Low,Commercial associate,Sales staff,Semi-Urban,52862.28,241.93,N,Y,1,,1,Active,988,1519.77,4,Rural,1,78999.96,39646.71
M,51,2125.68,Low,Working,Drivers,Semi-Urban,109010.89,567.65,N,Y,2,637.31,1,Active,657,2125.68,3,Semi-Urban,1,180644.12,0
M,31,2029.85,Low,Working,Laborers,Semi-Urban,155155.3,469.5,N,Y,3,841.13,0,Active,643,2029.85,4,Rural,1,279813.47,124124.24
M,47,3483.11,Low,Working,Laborers,Rural,45249.67,301.68,Y,N,4,714.33,0,Unpossessed,464,3483.11,3,Urban,1,58636.4,0
F,49,4859.35,Low,Commercial associate,Accountants,Semi-Urban,204889.13,1137.1,Y,Y,2,864.23,0,Inactive,59,4859.35,3,Rural,1,309990.77,143422.39
F,36,7073.01,Low,Working,,Semi-Urban,243404.11,884.47,Y,N,4,819.6,0,Unpossessed,996,7073.01,1,Urban,1,294866.89,194723.29
F,30,2661.46,Low,Working,Laborers,Semi-Urban,71138.62,366.66,N,N,2,707.79,0,Active,681,2661.46,4,Semi-Urban,1,126581.54,49797.03
M,37,4850.34,Low,Commercial associate,Laborers,Semi-Urban,22119.99,72.51,Y,Y,3,671.71,0,Active,780,4850.34,2,Rural,0,31381.73,0
F,53,1217.07,Low,Working,Sales staff,Rural,32998.18,251.27,N,N,3,779.22,0,Unpossessed,997,1217.07,3,Semi-Urban,1,42266.78,23098.73
M,47,2100.69,Low,Working,Drivers,Semi-Urban,77211.63,457.79,Y,Y,1,630.61,0,Active,191,2100.69,2,Semi-Urban,0,143980.82,0
F,47,1018.1,Low,Working,Laborers,Rural,33543.21,217.61,N,Y,3,705.48,0,Unpossessed,243,1018.1,4,Rural,1,50612.32,23480.25
F,43,2247.06,Low,Working,Drivers,Semi-Urban,125204.81,699.94,Y,Y,2,778.84,1,Active,427,2247.06,4,Semi-Urban,1,159218.93,100163.85
M,56,2113.98,Low,Working,,Rural,39934.95,191.42,Y,Y,1,624.16,0,Active,730,2113.98,1,Semi-Urban,1,60822.94,0
F,28,1399.77,Low,Commercial associate,,Semi-Urban,144084.98,761.91,N,Y,3,758.36,1,Active,314,1399.77,2,Urban,1,247984.02,108063.74
F,47,,Low,Working,Managers,Semi-Urban,38659.94,171.74,N,Y,3,668.14,0,Inactive,875,,2,Semi-Urban,1,71812.17,27061.96
M,55,,Low,Commercial associate,IT staff,Rural,81801.62,368.81,N,N,3,804.81,0,Active,187,,4,Urban,1,119255.91,61351.22
F,56,,Low,Working,Accountants,Rural,196245.84,527.95,N,Y,3,825.47,1,Unpossessed,379,,1,Rural,1,262350.03,156996.67
M,51,1954.82,Low,Working,,Semi-Urban,34927.34,249.66,N,N,2,656.28,1,Active,599,1954.82,1,Rural,1,51561.16,24449.14
F,53,,Low,Working,,Urban,173637.45,487.28,N,N,2,801.19,0,Active,366,,3,Semi-Urban,1,316792.05,138909.96
F,41,,Low,Commercial associate,Drivers,Rural,70521.92,648.11,Y,Y,2,722.74,0,Inactive,482,,4,Rural,1,95045.67,49365.34
F,34,691.8,Low,Working,Core staff,Semi-Urban,23393.65,163.36,Y,N,2,661.72,0,Active,821,691.8,4,Rural,1,28385.72,15205.87
M,64,3232.24,Low,Working,Managers,Rural,102762.83,403,N,Y,2,640.84,1,Active,519,3232.24,1,Semi-Urban,0,125071.86,0
F,22,1710.4,Low,Working,Accountants,Semi-Urban,22895.28,220.2,Y,Y,2,810.45,0,Active,9,1710.4,4,Rural,1,-999,-999
F,48,3498.26,Low,Commercial associate,Sales staff,Urban,37833.1,181.81,N,Y,2,817.35,0,Inactive,692,3498.26,3,Rural,1,57824.9,0
M,47,1417.25,Low,Working,Sales staff,Rural,77427.81,408.91,N,N,2,728.82,0,Unpossessed,236,1417.25,4,Rural,1,107426.88,54199.47
M,48,1057.25,Low,State servant,,Semi-Urban,14508.39,146.69,N,Y,2,785.09,0,Active,80,1057.25,1,Semi-Urban,1,17731.69,11606.71
F,18,2916.01,Low,Working,Managers,Semi-Urban,54371.93,492.59,Y,Y,2,785.13,1,Unpossessed,580,2916.01,1,Rural,1,83850.81,43497.54
M,57,2821.92,Low,Working,Laborers,Rural,216920.37,816.04,Y,Y,2,701.62,0,Inactive,734,2821.92,3,Rural,1,274302.37,151844.26
F,21,2213.16,Low,Working,Laborers,Semi-Urban,42175.56,213.1,N,Y,3,655.89,0,Unpossessed,642,2213.16,2,Rural,1,47897.45,29522.89
F,33,5308.03,Low,State servant,Core staff,Urban,104041.4,782.5,N,Y,3,767.51,1,Unpossessed,146,5308.03,2,Semi-Urban,1,188623.6,78031.05
M,63,1851.91,Low,Working,Sales staff,Rural,43638.22,229.16,N,N,3,711.22,0,,861,1851.91,4,Rural,1,54894.62,0
F,33,1290.11,Low,Commercial associate,High skill tech staff,Semi-Urban,16350.65,104.54,Y,N,,815.52,0,Active,530,1290.11,1,Urban,1,30095.49,12262.99
M,34,,Low,Working,Sales staff,Semi-Urban,185719.13,725.31,Y,Y,2,716.91,0,Active,679,,3,Urban,1,310479.19,120717.43
F,38,,Low,Working,Laborers,Semi-Urban,207862.71,647.46,Y,Y,3,775.61,0,Active,400,,1,Rural,1,366691.02,166290.17
F,36,1358.56,Low,Working,Managers,Semi-Urban,47958.56,243.41,Y,Y,4,800.05,0,Active,562,1358.56,3,Semi-Urban,1,89822.68,33570.99
M,23,,Low,Commercial associate,,Rural,101711.72,376.44,N,N,2,,0,Inactive,31,,1,Urban,1,163137.67,71198.2
F,21,2464.81,Low,Working,Laborers,Rural,35945.85,377.15,N,N,2,803.59,0,Inactive,632,2464.81,3,Urban,1,52916.33,25162.09
M,46,3102.92,Low,Working,Drivers,Semi-Urban,106542.28,590.35,N,N,2,617.53,0,Unpossessed,509,3102.92,2,Rural,1,137700.8,0
F,38,1838.17,Low,Working,Laborers,Rural,189617.09,519.17,N,Y,4,,0,Unpossessed,569,1838.17,3,Rural,1,215881.82,132731.96
F,56,2527.04,Low,State servant,Cooking staff,Semi-Urban,102857.49,546.38,Y,Y,3,737.16,0,Unpossessed,440,2527.04,4,Urban,1,162163.5,-999
M,48,3195.76,Low,Working,,Semi-Urban,90368.83,455.6,N,Y,1,700.8,0,Active,403,3195.76,3,Semi-Urban,1,134911.2,58739.74
F,57,,Low,Commercial associate,,Semi-Urban,150331.65,937.19,Y,Y,3,858.17,0,Active,455,,4,Semi-Urban,1,254512.84,105232.15
M,24,1588.2,Low,Working,Laborers,Semi-Urban,13823.96,175.68,Y,Y,,816.83,0,Inactive,532,1588.2,3,,1,15780.91,10367.97
F,44,4278.62,Low,Working,Laborers,Semi-Urban,262282.19,730.61,Y,Y,5,609.18,0,Inactive,70,4278.62,4,Rural,0,360910.59,0
F,33,1240.23,Low,Working,Cleaning staff,Semi-Urban,120904.26,532.15,N,Y,2,694.82,0,Inactive,819,1240.23,1,Urban,1,167070.45,84632.98
F,51,1768.58,Low,Working,,Semi-Urban,27855.78,197.48,Y,Y,2,820.52,1,Unpossessed,922,1768.58,2,Semi-Urban,1,40295.66,0
F,29,2735.8,Low,Working,Medicine staff,Rural,44466.45,509.89,N,Y,1,659.15,0,Unpossessed,793,2735.8,1,Rural,1,73263.6,31126.51
M,33,2215.87,Low,Working,Laborers,Semi-Urban,77881.76,307.79,Y,N,2,829.14,0,Active,792,2215.87,4,Rural,1,91604.61,62305.41
F,41,2740.34,,State servant,Laborers,Urban,203187.41,614.89,Y,Y,3,763.28,0,Unpossessed,364,,2,Urban,1,381387.97,152390.56
M,23,1362.34,Low,Working,,Semi-Urban,33040.75,400.11,N,N,2,703.77,0,Active,17,1362.34,3,Semi-Urban,1,46163.14,23128.52
F,54,2147.28,Low,Commercial associate,,Rural,20158.18,92.81,N,Y,3,693.4,0,Unpossessed,784,2147.28,2,Semi-Urban,0,32795.61,0
F,28,4194.06,Low,Commercial associate,High skill tech staff,Semi-Urban,64737.67,535.61,N,Y,2,814.64,1,Inactive,46,4194.06,2,Rural,1,78786.84,48553.25
M,29,10538.88,Low,Working,Managers,Urban,103040.94,1079.17,N,Y,2,842.37,0,Active,916,10538.88,4,Semi-Urban,1,182848.8,77280.7
F,53,5266.45,Low,Commercial associate,Accountants,Semi-Urban,75115.29,379.09,N,Y,4,644.59,1,Inactive,755,5266.45,3,Semi-Urban,1,110583.05,0
M,18,1357.34,Low,Working,Laborers,Semi-Urban,33627,205.54,Y,Y,1,665.14,0,Active,71,1357.34,3,Urban,1,59465.09,21857.55
M,65,2022.86,High,Pensioner,,Semi-Urban,57031.72,218.4,N,Y,1,871.43,0,Unpossessed,719,2022.86,4,Rural,0,105968.55,45625.38
M,18,3239.08,Low,Commercial associate,Core staff,Rural,89099.53,320.79,N,Y,2,817.01,0,Unpossessed,462,3239.08,3,Semi-Urban,1,168010.51,62369.67
F,43,1726.7,Low,Working,Laborers,Semi-Urban,46470.27,248.26,N,Y,2,625.46,1,Inactive,346,1726.7,3,Semi-Urban,1,64150.47,0
F,53,1748.58,Low,State servant,Core staff,Rural,60992.01,367.44,N,Y,3,664.09,1,Active,363,1748.58,2,Urban,1,108442.06,0
M,57,3190.68,Low,State servant,Laborers,Semi-Urban,92496.36,520.58,Y,N,2,595.93,0,Inactive,793,3190.68,1,Rural,1,105663.51,0
M,32,2716.02,Low,Working,Sales staff,Semi-Urban,138898.34,464.91,Y,N,2,851.68,0,Inactive,195,2716.02,1,Rural,0,195731.83,125008.51
F,19,1569.75,Low,Working,Secretaries,Semi-Urban,28167.1,137.93,N,Y,3,644.84,0,Unpossessed,878,1569.75,3,Urban,0,30994.16,0
M,51,2750.53,Low,Working,Managers,Semi-Urban,67052.34,446.26,N,Y,2,794.79,0,,190,2750.53,3,Rural,1,105307.43,53641.87
M,25,759.49,Low,Working,Cooking staff,Rural,15919.62,95.87,N,N,2,734.29,1,Inactive,768,759.49,2,Semi-Urban,0,26460.71,0
M,56,1375.25,Low,Working,High skill tech staff,Semi-Urban,37733.11,461.86,Y,Y,3,633.83,1,Inactive,666,1375.25,4,Rural,1,46858.54,0
M,42,1734.64,Low,Commercial associate,Medicine staff,Semi-Urban,108442.71,433.13,N,Y,2,736.47,1,Inactive,116,1734.64,3,Semi-Urban,1,201382.81,70487.76
M,21,4679.81,Low,State servant,Managers,Rural,282043.98,707.16,Y,N,4,796.82,0,Active,47,4679.81,2,Urban,1,372546.52,211532.98
M,62,1627.54,Low,Working,Core staff,Semi-Urban,127312.07,404.12,N,Y,3,675.15,0,Active,119,1627.54,2,Rural,0,187984.62,0
F,18,2465.1,Low,Working,Accountants,Semi-Urban,129758.27,515.13,Y,N,,715.7,1,,1,2465.1,1,Urban,1,146511.8,90830.79
M,47,2665.23,Low,Commercial associate,Cooking staff,Semi-Urban,147545.37,485.77,N,N,3,774.92,0,Active,847,2665.23,1,Semi-Urban,1,194126.31,118036.3
M,18,2388.76,Low,Commercial associate,Laborers,Semi-Urban,132539.94,877.21,Y,N,2,706.8,0,Active,298,2388.76,1,Semi-Urban,0,148110.68,0
F,32,1576.57,Low,Working,High skill tech staff,Semi-Urban,30007.91,315.79,N,Y,3,758.69,0,Unpossessed,374,1576.57,4,Rural,1,42287.23,24006.33
M,28,1514.2,Low,Working,Sales staff,Semi-Urban,78680.41,347.49,N,Y,,780.98,1,Inactive,562,1514.2,3,Semi-Urban,1,136732.38,59010.31
M,33,1987.73,Low,Commercial associate,Core staff,Semi-Urban,185406.14,571.83,N,N,4,800.36,0,,727,1987.73,1,Semi-Urban,1,238384.32,0
M,55,1474.19,Low,Working,Laborers,Rural,162751.45,549.81,N,Y,2,679.24,0,Inactive,895,1474.19,1,Rural,1,237703.88,105788.44
M,36,1404.13,Low,Working,Core staff,Semi-Urban,89258.62,306.87,N,Y,3,716.97,1,Unpossessed,174,1404.13,4,Urban,1,136872.6,62481.03
F,24,1815.16,Low,Working,Security staff,Semi-Urban,14296.15,130.6,N,Y,2,674.04,0,Unpossessed,354,1815.16,3,Rural,1,24447.38,9292.5
F,24,,Low,Commercial associate,Sales staff,Urban,249864.04,893.29,N,Y,1,,0,Unpossessed,738,,1,Urban,1,-999,174904.83
F,63,9531.69,Low,Commercial associate,,Urban,79629.79,504.77,N,N,3,688.85,0,Inactive,517,9531.69,4,Semi-Urban,1,93247.91,55740.85
F,24,1845.62,Low,Working,Managers,Rural,41272.48,208.1,Y,Y,,695.18,0,Active,100,1845.62,2,Semi-Urban,1,70996.42,28890.74
F,61,2275.13,Low,Working,,Semi-Urban,134714.41,448.47,N,N,4,,0,Inactive,146,2275.13,2,Semi-Urban,0,197043.84,0
F,21,2062,Low,Commercial associate,Sales staff,Urban,39950.22,409.86,N,Y,1,,0,Active,315,2062,3,Rural,1,61268.06,27965.15
M,33,2416.79,Low,Working,Laborers,Urban,33295.74,176.96,Y,Y,,742.09,0,Inactive,488,2416.79,4,Urban,1,42783.76,21642.23
F,18,1098.89,Low,State servant,,Semi-Urban,41635.64,-999,N,N,1,642.26,0,,36,1098.89,2,Semi-Urban,0,67222.37,0
M,62,4439.21,High,Pensioner,,Semi-Urban,91039.17,442.43,N,Y,,778.64,0,Active,776,4439.21,2,Rural,1,126402.63,63727.42
M,34,5232.82,Low,State servant,Sales staff,Rural,68124.46,-999,Y,N,2,643.65,0,Inactive,349,5232.82,3,Urban,1,104663.85,-999
F,27,1881.27,Low,Working,Sales staff,Semi-Urban,115466.93,519.71,N,N,2,765.5,0,Inactive,419,1881.27,2,Semi-Urban,1,200862.12,0
M,18,,Low,State servant,Laborers,Semi-Urban,124221.9,653.99,N,Y,4,760.15,0,Inactive,613,,3,Urban,1,222232.88,93166.42
F,27,3362.1,Low,Working,Laborers,Semi-Urban,100299.64,550.63,Y,Y,3,765.05,0,Inactive,710,3362.1,1,Rural,1,167811.68,80239.71
M,51,4604.05,Low,Working,Managers,Urban,69534.07,338.03,Y,Y,3,732.98,0,Unpossessed,516,4604.05,1,Urban,1,92178.1,48673.85
M,61,3061.12,High,Pensioner,,Semi-Urban,54949.1,298.09,N,Y,2,750.34,0,Active,122,3061.12,1,Semi-Urban,1,82538.33,0
F,63,1824.16,Low,Working,Laborers,Semi-Urban,44162.2,375.27,N,Y,4,653.7,0,Unpossessed,171,1824.16,1,Rural,1,49327.01,30913.54
M,18,2641.86,Low,State servant,Core staff,Semi-Urban,259906.27,914.49,N,N,2,659.32,0,Active,621,2641.86,3,Semi-Urban,1,428544.82,168939.08
M,47,2945.55,Low,Commercial associate,Medicine staff,Rural,77067.85,278.64,Y,Y,1,758.01,0,Unpossessed,757,2945.55,3,Rural,1,137831.77,53947.5
F,44,993.21,Low,Working,Core staff,Semi-Urban,26814.58,126.58,N,N,1,679.23,0,Active,932,993.21,2,Urban,1,36037.73,0
M,55,2541.86,Low,Working,Core staff,Semi-Urban,65215.71,221.58,Y,N,3,865.53,1,Unpossessed,581,2541.86,2,Rural,1,76015.9,52172.57
M,63,4396.65,High,Pensioner,,Urban,304297.1,978.29,N,Y,1,882.03,0,Inactive,564,4396.65,4,Urban,0,415972.21,213007.97
F,18,3200.55,Low,Commercial associate,Managers,Semi-Urban,93942.86,460.36,Y,Y,,,1,Active,364,3200.55,2,Urban,1,109929.63,65760
F,58,2096.17,Low,Commercial associate,Medicine staff,Semi-Urban,238337.41,835.31,N,Y,2,671.76,0,Active,235,2096.17,3,Rural,1,360587.13,166836.19
M,58,1230.85,Low,Commercial associate,Sales staff,Semi-Urban,61820.8,339.45,N,N,2,758,0,Active,4,1230.85,3,Semi-Urban,1,111739.2,43274.56
F,47,,Low,Commercial associate,,Semi-Urban,131420.1,547.19,Y,Y,5,,1,Inactive,444,,1,Rural,1,242319.13,85423.06
F,32,3186.26,Low,Working,Laborers,Semi-Urban,206147.32,587.91,Y,N,2,637.23,0,Unpossessed,52,3186.26,2,Rural,0,275634.43,0
F,18,3189.61,,Working,Security staff,Semi-Urban,140742.14,568.9,N,Y,1,621.42,1,Unpossessed,567,3189.61,3,Rural,1,198680.59,0
F,60,2602.39,Low,Working,Laborers,Semi-Urban,63169.35,330.71,N,Y,3,738.07,0,Inactive,626,2602.39,2,Rural,0,97381.75,0
M,41,2508.31,Low,Working,Medicine staff,Semi-Urban,22250,173.85,N,Y,1,812.66,1,Active,479,2508.31,4,Semi-Urban,1,32436.81,0
F,55,1367.7,Low,Commercial associate,Laborers,Semi-Urban,82865.39,492.28,Y,Y,2,792.69,0,Unpossessed,767,1367.7,1,Rural,0,142497.06,0
M,55,2060.35,Low,Working,Security staff,Semi-Urban,21104.23,232.38,Y,Y,2,720.82,0,Inactive,535,2060.35,2,Urban,1,25299.6,14772.96
M,29,,Low,Commercial associate,Medicine staff,Rural,111628.78,434.82,N,Y,1,805.62,0,Unpossessed,714,,3,Urban,1,171462.59,78140.15
M,18,4489.73,Low,Working,,Semi-Urban,127214.17,371.94,Y,Y,2,822.26,0,Active,249,4489.73,2,,1,205715.7,95410.63
M,21,3433.25,Low,Working,Drivers,Rural,25812.63,,N,Y,3,613.59,0,Active,747,3433.25,2,Urban,1,-999,0
F,61,,Low,Commercial associate,Managers,Semi-Urban,135702.44,655.28,N,Y,2,864.86,0,,835,,1,Rural,1,204381.55,108561.95
F,64,1511.93,Low,Commercial associate,Sales staff,Urban,38662.58,200.08,N,Y,2,786.22,0,Inactive,961,1511.93,2,Urban,1,48208.16,28996.94
M,23,,Low,Working,Core staff,Semi-Urban,21845.31,121.42,Y,Y,2,,0,Inactive,914,,4,Urban,1,39169.71,14199.45
M,40,4247.69,Low,Commercial associate,Accountants,Semi-Urban,70150.22,560.55,Y,N,1,726.26,0,,123,4247.69,2,Semi-Urban,1,95891.44,45597.64
F,50,,Low,Working,,Urban,47975.15,308.98,N,Y,,735.82,0,Unpossessed,125,,2,Semi-Urban,1,87368.75,33582.6
F,65,2393.78,High,Pensioner,,Semi-Urban,120403.05,477.13,Y,Y,2,,1,Unpossessed,859,2393.78,3,Rural,1,206456.62,96322.44
M,59,2047,Low,Working,Laborers,Semi-Urban,165620.58,465.5,Y,N,2,739.51,0,Active,242,2047,4,Semi-Urban,1,311766.23,107653.38
F,61,2131.62,Low,Working,Accountants,Semi-Urban,62828.97,244.2,N,N,2,668.92,0,Inactive,786,2131.62,1,Rural,1,118053.8,40838.83
F,18,2130.4,Low,Working,Medicine staff,Semi-Urban,94648.62,321.1,N,Y,,800.5,0,Active,616,2130.4,1,Semi-Urban,1,123990.87,75718.9
M,18,1351.92,Low,Working,,Semi-Urban,42229.4,516.11,N,N,2,683.42,0,Unpossessed,839,1351.92,2,Rural,1,51750.82,27449.11
F,18,1595.81,Low,Commercial associate,Sales staff,Semi-Urban,88466.92,262.37,N,N,1,684.43,0,,5,1595.81,1,Semi-Urban,1,154240.92,57503.5
F,55,3173.04,Low,Working,Sales staff,Rural,102486.41,779.17,Y,Y,5,798.86,1,Unpossessed,614,3173.04,4,Semi-Urban,1,138911.47,-999
F,37,1881.24,Low,Commercial associate,Sales staff,Semi-Urban,70864.45,428.91,N,N,,774,0,Inactive,125,1881.24,2,Semi-Urban,1,123216.73,53148.34
M,51,4053.22,Low,State servant,,Semi-Urban,31638.04,335.77,Y,Y,2,762.7,0,Unpossessed,187,4053.22,4,Urban,1,37628.91,22146.63
F,31,1631.43,Low,Commercial associate,Sales staff,Semi-Urban,70683.92,605.74,N,N,2,769.19,1,Unpossessed,671,1631.43,2,Rural,1,89397.97,53012.94
